FillerType|TrialType|Word|Target|Visual1|Visual2|Onset|Offset|Contrast|Phase|final_stop|Left/Right|Order|Tokenname|CorrectAnswer|TrainSpeaker|Filename
|CR|got|got|got|god|stop|stop|offset|training|t|0|76|GOT|left|M15|M15_CR_70dB_got
V|FL|gum|gum|gun|gum|stop|nasal|offset|training||1|77|GUM|right|M15|M15_FL_70dB_gum
|CR|pet|pet|pet|peck|stop|stop|offset|training|t|0|78|PET|left|M15|M15_CR_70dB_pet
|FL|herds|herds|hers|herds|fricative|fricative|offset|training||1|79|HERDS|right|M15|M15_FL_70dB_herds
|CR|night|night|night|neck|nasal|stop|vowel|training|t|0|80|NIGHT|left|M15|M15_CR_70dB_night
R|FL|groom|groom|gloom|groom|stop|nasal|onset|training||1|81|GROOM|right|M15|M15_FL_70dB_groom
|FL|sends|sends|sense|sends|fricative|fricative|offset|training||1|82|SENDS|right|M15|M15_FL_70dB_sends
R|FL|sing|sing|sin|sing|fricative|nasal|offset|training||1|83|SING|right|M15|M15_FL_70dB_sing
|CR|clock|clock|clog|clock|stop|stop|offset|training|k|1|84|CLOCK|right|M15|M15_CR_70dB_clock
|FL|tomb|tomb|tomb|tune|stop|nasal|offset|training||0|85|TOMB|left|M15|M15_FL_70dB_tomb
|FL|town|town|tone|town|stop|nasal|vowel|training||1|86|TOWN|right|M15|M15_FL_70dB_town
|CR|lap|lap|lap|lab|liquid|stop|offset|training|p|0|87|LAP|left|M15|M15_CR_70dB_lap
|CR|drug|drug|jug|drug|stop|stop|onset|training|g|1|88|DRUG|right|M15|M15_CR_70dB_drug
|FL|fail|fail|fail|fell|fricative|liquid|vowel|training||0|89|FAIL|left|M15|M15_FL_70dB_fail
|CR|cut|cut|cup|cut|stop|stop|offset|training|t|1|90|CUT|right|M15|M15_CR_70dB_cut
|FL|bull|bull|ball|bull|stop|liquid|vowel|training||1|91|BULL|right|M15|M15_FL_70dB_bull
|FL|breathe|breathe|breathe|breeze|stop|fricative|offset|training||0|92|BREATHE|left|M15|M15_FL_70dB_breathe
|CR|pound|pound|pound|pond|stop|stop|vowel|training|d|0|93|POUND|left|M15|M15_CR_70dB_pound
V|FL|pain|pain|pen|pain|stop|nasal|vowel|training||1|94|PAIN|right|M15|M15_FL_70dB_pain
|CR|bag|bag|bat|bag|stop|stop|offset|training|g|1|95|BAG|right|M15|M15_CR_70dB_bag
|FL|draw|draw|jaw|draw|stop|vowel|onset|training||1|96|DRAW|right|M15|M15_FL_70dB_draw
R|FL|ten|ten|ten|tan|stop|nasal|vowel|training||0|97|TEN|left|M15|M15_FL_70dB_ten
|CR|lip|lip|lib|lip|liquid|stop|offset|training|p|1|98|LIP|right|M15|M15_CR_70dB_lip
|FL|verve|verve|verve|verb|fricative|fricative|offset|training||0|99|VERVE|left|M15|M15_FL_70dB_verve
|CR|mob|mob|mob|mop|nasal|stop|offset|training|b|0|100|MOB|left|M15|M15_CR_70dB_mob
R|FL|fall|fall|fall|fool|fricative|liquid|vowel|training||0|101|FALL|left|M15|M15_FL_70dB_fall
|CR|rode|rode|wrote|rode|liquid|stop|offset|training|d|1|102|RODE|right|M15|M15_CR_70dB_rode
|CR|sad|sad|sat|sad|fricative|stop|offset|training|d|1|103|SAD|right|M15|M15_CR_70dB_sad
R|FL|time|time|time|dime|stop|nasal|onset|training||0|104|TIME|left|M15|M15_FL_70dB_time
V|FL|soon|soon|sewn|soon|fricative|nasal|vowel|training||1|105|SOON|right|M15|M15_FL_70dB_soon
|CR|gild|gild|gild|guilt|stop|stop|offset|training|d|0|106|GILD|left|M15|M15_CR_70dB_gild
R|FL|gloom|gloom|groom|gloom|stop|nasal|onset|training||1|107|GLOOM|right|M15|M15_FL_70dB_gloom
|CR|cop|cop|cop|cob|stop|stop|offset|training|p|0|108|COP|left|M15|M15_CR_70dB_cop
V|FL|gun|gun|gun|gum|stop|nasal|offset|training||0|109|GUN|left|M15|M15_FL_70dB_gun
|FL|tune|tune|tune|tone|stop|nasal|vowel|training||0|110|TUNE|left|M15|M15_FL_70dB_tune
|CR|god|god|got|god|stop|stop|offset|training|d|1|111|GOD|right|M15|M15_CR_70dB_god
|FL|fields|fields|feels|fields|fricative|fricative|offset|training||1|112|FIELDS|right|M15|M15_FL_70dB_fields
|CR|slide|slide|slight|slide|fricative|stop|offset|training|d|1|113|SLIDE|right|M15|M15_CR_70dB_slide
R|FL|die|die|die|tie|stop|vowel|onset|training||0|114|DIE|left|M15|M15_FL_70dB_die
|FL|robes|robes|robes|ropes|liquid|fricative|offset|training||0|115|ROBES|left|M15|M15_FL_70dB_robes
R|FL|team|team|teen|team|fricative|nasal|offset|training||1|116|TEAM|right|M15|M15_FL_70dB_team
|CR|tuck|tuck|tuck|tug|stop|stop|offset|training|k|0|117|TUCK|left|M15|M15_CR_70dB_tuck
|FL|live|live|lib|live|liquid|fricative|offset|training||1|118|LIVE|right|M15|M15_FL_70dB_live
|CR|mop|mop|mob|mop|nasal|stop|offset|training|p|1|119|MOP|right|M15|M15_CR_70dB_mop
R|FL|pool|pool|pool|pull|stop|liquid|vowel|training||0|120|POOL|left|M15|M15_FL_70dB_pool
R|FL|teen|teen|teen|team|fricative|nasal|offset|training||0|121|TEEN|left|M15|M15_FL_70dB_teen
|CR|hut|hut|hut|hug|fricative|stop|offset|training|t|0|122|HUT|left|M15|M15_CR_70dB_hut
V|FL|ram|ram|ran|ram|liquid|nasal|offset|training||1|123|RAM|right|M15|M15_FL_70dB_ram
|CR|sit|sit|sit|sick|fricative|stop|offset|training|t|0|124|SIT|left|M15|M15_CR_70dB_sit
|FL|cards|cards|cards|cars|stop|fricative|offset|training||0|125|CARDS|left|M15|M15_FL_70dB_cards
|FL|peas|peas|peace|peas|stop|fricative|offset|training||1|126|PEAS|right|M15|M15_FL_70dB_peas
|CR|lad|lad|lab|lad|liquid|stop|offset|training|d|1|127|LAD|right|M15|M15_CR_70dB_lad
V|FL|thing|thing|thing|sing|fricative|nasal|onset|training||0|128|THING|left|M15|M15_FL_70dB_thing
|FL|room|room|roam|room|liquid|nasal|vowel|training||1|129|ROOM|right|M15|M15_FL_70dB_room
R|FL|cane|cane|came|cane|stop|nasal|offset|training||1|130|CANE|right|M15|M15_FL_70dB_cane
